[0.02663565 0.02440414]
[0.02485519 0.0243804 ]
[0.02276612 0.02646947]
[0.02186402 0.0225762 ]
[0.01801823 0.02404805]
[0.01735353 0.0228136 ]
[0.01709239 0.02373944]
[0.02188776 0.02616086]
[0.0251638  0.02592346]
[0.02753775 0.02587599]
[0.02962682 0.02563859]
[0.03119362 0.02706296]
[0.02874846 0.02651695]
[0.03057639 0.02530624]
[0.03257051 0.02682556]
[0.02758522 0.02587599]
[0.02186402 0.02737157]
[0.01713987 0.02668313]
[0.01740101 0.02646947]
[0.01892033 0.02495015]
[0.01799449 0.02701548]
[0.0143861  0.02525876]
[0.00963821 0.0263033 ]
[0.00605356 0.02580477]
[0.00690818 0.02423796]
[0.01262938 0.02820245]
[0.01559681 0.02518754]
[0.01949008 0.02551989]
[0.02098566 0.02530624]
[0.02103314 0.02644573]
[0.02302725 0.02321717]
[0.02098566 0.02582851]
[0.02036844 0.02402431]
[0.01678378 0.02471275]
[0.01376887 0.02459406]
[0.01234451 0.02487893]
[0.00781027 0.02514006]
[0.00515146 0.02428544]
[0.00244516 0.02333587]
[0.00123445 0.0226949 ]
[0.00496154 0.02537746]
[0.00887855 0.02563859]
[0.01042161 0.0259472 ]
[0.01039787 0.02473649]
[0.00709809 0.02623208]
[0.00023739 0.0254012 ]
[0.0084275  0.02457032]
[0.00875985 0.02547241]
[0.0084275  0.02514006]
[0.01054031 0.02487893]
[0.00930586 0.02430918]
[0.00306239 0.02328839]
[0.00068844 0.02452284]
[0.00035609 0.02305099]
[0.00028487 0.02421422]
[0.00261134 0.0254012 ]
[0.00296743 0.02447536]
[0.00470041 0.02326465]
[0.00683696 0.02416675]
[0.00379831 0.02478397]
[0.00320482 0.02480771]
[0.00356092 0.0244991 ]
[0.00261134 0.02535372]
[0.00054601 0.02385813]
[0.00481911 0.02457032]
[0.00724053 0.02570981]
[0.00785775 0.02457032]
[0.01353148 0.02492641]
[0.01585794 0.02497389]
[0.01319913 0.02397683]
[0.01084892 0.02457032]
[0.01293799 0.02551989]
[0.01372139 0.02340708]
[0.01084892 0.02457032]
[0.00213655 0.0260659 ]
[0.00232646 0.02502137]
[0.00828506 0.02509258]
[0.01013674 0.02499763]
[0.00503276 0.0254012 ]
[0.00018992 0.02421422]
[0.00873611 0.02663565]
[0.01381635 0.02464153]
[0.01676004 0.02578103]
[0.01474219 0.02670687]
[0.01175102 0.02732409]
[0.00598234 0.02573355]
[0.00574494 0.0242617 ]
[0.00602982 0.0251638 ]
[0.00576868 0.02547241]
[0.00367961 0.02509258]
[0.00204159 0.02597094]
[0.00159054 0.02604216]
[0.00242142 0.0233596 ]
[0.00097332 0.02599468]
[0.00365587 0.02568607]
[0.0075254  0.02428544]
[0.00690818 0.02428544]
[0.01018422 0.02457032]
[0.01471845 0.02549615]
[0.01652265 0.02487893]
[0.013484   0.02611338]
[0.00871237 0.02608964]
[0.01056405 0.02665939]
[0.00871237 0.02547241]
[0.0057212  0.02604216]
[0.0051752  0.02487893]
[0.00510398 0.02362074]
[0.00602982 0.02274238]
[0.00424936 0.02333587]
[0.00213655 0.02307473]
[0.00778653 0.02511632]
[0.01056405 0.02665939]
[0.00845124 0.02459406]
[0.00690818 0.02608964]
[0.00334726 0.02480771]
[0.00023739 0.02601842]
[0.0034897  0.02680182]
[0.00800019 0.02357326]
[0.01042161 0.02476023]
[0.0085462  0.02592346]
[0.0068607  0.02476023]
[0.00346596 0.02511632]
[0.0006647  0.02568607]
[0.00049853 0.02390561]
[0.00142437 0.02364448]
[0.00204159 0.02416675]
[0.0023502  0.02452284]
[0.00465293 0.02506884]
[0.00446301 0.02720539]
[0.00021365 0.02476023]
[0.0007834  0.02604216]
[2.37394360e-05 2.44753585e-02]
[0.00216029 0.02423796]
[0.00541259 0.02340708]
[0.0075254  0.02362074]
[0.01054031 0.02430918]
[0.01108632 0.02423796]
[0.01084892 0.02518754]
[0.00629095 0.02428544]
[0.00638591 0.02485519]
[0.0107777  0.02454658]
[0.01471845 0.02316969]
[0.01801823 0.02580477]
[0.01972747 0.02343082]
[0.01858798 0.0234783 ]
[0.01825563 0.02490267]
[0.02013104 0.02554363]
[0.02157915 0.02466527]
[0.01977495 0.02404805]
[0.01884911 0.02373944]
[0.01737727 0.02402431]
[0.01711613 0.0237157 ]
[0.01291425 0.02430918]
[0.01049283 0.02549615]
[0.01175102 0.02490267]
[0.0125819  0.02464153]
[0.01350774 0.02490267]
[0.01889659 0.02312221]
[0.02153167 0.02224385]
[0.02544868 0.02440414]
[0.02575729 0.02476023]
[0.02668313 0.02497389]
[0.0302203  0.02499763]
[0.03052891 0.02416675]
[0.02993543 0.02471275]
[0.02452284 0.02409553]
[0.01949008 0.0219115 ]
[0.02067705 0.0243804 ]
[0.01982243 0.02523502]
[0.02487893 0.02440414]
[0.02779888 0.02442788]
[0.02578103 0.02350204]
[0.0311224  0.02471275]
[0.0368436  0.02625582]
[0.03978729 0.02388187]
[0.04455892 0.02575729]
[0.04728896 0.02720539]
[0.04576963 0.02635077]
[0.04455892 0.02452284]
[0.03983477 0.02568607]
[0.03261798 0.02563859]
[0.02957934 0.02502137]
[0.02578103 0.02226759]
[0.0254012  0.02321717]
[0.02879594 0.02471275]
[0.03587029 0.02357326]
[0.04130662 0.02478397]
[0.04363308 0.02416675]
[0.04607825 0.02608964]
[0.04845219 0.02661191]
[0.04522363 0.02338334]
[0.04664799 0.02542494]
[0.04489127 0.02665939]
[0.04159149 0.02568607]
[0.03890894 0.02532998]
[0.04009591 0.02547241]
[0.03886146 0.02414301]
[0.0377457  0.02297977]
[0.04009591 0.02480771]
[0.04455892 0.02570981]
[0.04574589 0.02157915]
[0.04790618 0.02544868]
[0.04814358 0.02454658]
[0.04757383 0.02454658]
[0.04633938 0.0233596 ]
[0.04071313 0.02357326]
[0.03442218 0.02625582]
[0.03024404 0.02502137]
[0.02988795 0.02532998]
[0.02874846 0.02352578]
[0.02160289 0.02587599]
[0.01740101 0.02580477]
[0.01262938 0.02459406]
[0.01497958 0.02523502]
[0.01889659 0.02373944]
[0.02217263 0.02701548]
[0.02485519 0.02499763]
[0.0242617  0.02554363]
[0.02547241 0.02561485]
[0.02632703 0.02352578]
[0.02483145 0.02316969]
[0.02575729 0.0234783 ]
[0.0293182  0.02532998]
[0.02934194 0.02473649]
[0.03055265 0.02471275]
[0.02998291 0.02713418]
[0.03048144 0.02473649]
[0.03088501 0.02499763]
[0.03408983 0.0254012 ]
[0.03921755 0.02506884]
[0.04185263 0.02480771]
[0.04878454 0.02637451]
[0.05084987 0.02544868]
[0.04726522 0.02661191]
[0.04365682 0.02542494]
[0.04372804 0.02421422]
[0.04546102 0.02485519]
[0.04517615 0.02518754]
[0.0487608  0.02511632]
[0.05412591 0.02639825]
[0.0553841 0.0246178]
[0.0547194  0.02338334]
[0.05801918 0.02492641]
[0.05861267 0.02551989]
[0.06010825 0.02464153]
[0.05858893 0.02487893]
[0.05505175 0.02428544]
[0.0487608 0.026968 ]
[0.04906941 0.02490267]
[0.04638686 0.02568607]
[0.04759757 0.02395309]
[0.04963916 0.02428544]
[0.05111101 0.02333587]
[0.05175197 0.02573355]
[0.05175197 0.02397683]
[0.05265407 0.02369196]
[0.05621498 0.02430918]
[0.05590637 0.0246178 ]
[0.05203684 0.02544868]
[0.05258285 0.0237157 ]
[0.05296268 0.02338334]
[0.05386478 0.02485519]
[0.05293894 0.0251638 ]
[0.05054126 0.02642199]
[0.05051752 0.02454658]
[0.04937803 0.02392935]
[0.04603077 0.02547241]
[0.04282594 0.02388187]
[0.0455085  0.02485519]
[0.04690913 0.02392935]
[0.04576963 0.02459406]
[0.04192384 0.02478397]
[0.04152027 0.02452284]
[0.04669547 0.02423796]
[0.0469566  0.02454658]
[0.04218498 0.02385813]
[0.04223246 0.02514006]
[0.0412354  0.02295603]
[0.04192384 0.0254012 ]
[0.0437043  0.02423796]
[0.04607825 0.02547241]
[0.05051752 0.02454658]
[0.05533663 0.02400057]
