[0.05498282 0.        ]
[0.04810997 0.        ]
[0.03694158 0.        ]
[0.03350515 0.        ]
[0.01546392 0.        ]
[0.00945017 0.        ]
[0.00343643 0.        ]
[0.00300687 0.00042955]
[0.01804124 0.        ]
[0.0266323 0.       ]
[0.03264605 0.        ]
[0.02362543 0.00042955]
[0.01030928 0.        ]
[0.00085911 0.        ]
[0.00601375 0.        ]
[0.00085911 0.        ]
[0.01546392 0.        ]
[0.01460481 0.        ]
[0.0330756  0.00042955]
[0.01632302 0.        ]
[0.01718213 0.        ]
[0.01503436 0.00042955]
[0.01116838 0.        ]
[0.020189   0.00042955]
[0.03264605 0.        ]
[0.05154639 0.        ]
[0.06357388 0.        ]
[0.0588488  0.00042955]
[0.02362543 0.00042955]
[0.01804124 0.        ]
[0.00773196 0.        ]
[0.01890034 0.        ]
[0.03178694 0.        ]
[0.02835052 0.        ]
[0.00859107 0.        ]
[0.02061856 0.        ]
[0.01804124 0.        ]
[0.01632302 0.        ]
[0.00601375 0.        ]
[0.01718213 0.        ]
[0.01202749 0.        ]
[0.01460481 0.        ]
[0.01975945 0.        ]
[0.02835052 0.        ]
[0.03908935 0.00042955]
[0.02104811 0.00042955]
[0.0330756  0.00042955]
[0.04123711 0.        ]
[0.0597079  0.00042955]
[0.05670103 0.        ]
[0.0395189 0.       ]
[0.04381443 0.        ]
[0.0524055 0.       ]
[0.08419244 0.        ]
[0.09020619 0.        ]
[0.10309278 0.        ]
[0.11082474 0.        ]
[0.12199313 0.        ]
[0.12671821 0.00042955]
[0.10996564 0.        ]
[0.10008591 0.00042955]
[0.0983677  0.00042955]
[0.09063574 0.00042955]
[0.07603093 0.00042955]
[0.06185567 0.        ]
[0.06357388 0.        ]
[0.07731959 0.        ]
[0.09020619 0.        ]
[0.10180412 0.00042955]
[0.08462199 0.00042955]
[0.0790378 0.       ]
[0.09493127 0.00042955]
[0.12027491 0.        ]
[0.12285223 0.        ]
[0.10223368 0.        ]
[0.0919244 0.       ]
[0.07646048 0.        ]
[0.07946735 0.00042955]
[0.07560137 0.        ]
[0.0790378 0.       ]
[0.08676976 0.        ]
[0.06357388 0.        ]
[0.04037801 0.        ]
[0.0459622  0.00042955]
[0.06958763 0.        ]
[0.05584192 0.        ]
[0.06013746 0.        ]
[0.0532646 0.       ]
[0.04939863 0.00042955]
[0.020189   0.00042955]
[0.01718213 0.        ]
[0.01546392 0.        ]
[0.00515464 0.        ]
[0.02491409 0.        ]
[0.02491409 0.        ]
[0.01632302 0.        ]
[0.03049828 0.00042955]
[0.03436426 0.        ]
[0.02620275 0.00042955]
[0.01718213 0.        ]
[0.04381443 0.        ]
[0.06872852 0.        ]
[0.05412371 0.        ]
[0.04209622 0.        ]
[0.03994845 0.00042955]
[0.07646048 0.        ]
[0.09278351 0.        ]
[0.08676976 0.        ]
[0.07603093 0.00042955]
[0.06701031 0.        ]
[0.07603093 0.00042955]
[0.07044674 0.        ]
[0.07989691 0.        ]
[0.08333333 0.        ]
[0.08934708 0.        ]
[0.07216495 0.        ]
[0.06872852 0.        ]
[0.08333333 0.        ]
[0.09278351 0.        ]
[0.08676976 0.        ]
[0.06228522 0.00042955]
[0.07001718 0.00042955]
[0.08891753 0.00042955]
[0.08419244 0.        ]
[0.07646048 0.        ]
[0.07345361 0.00042955]
[0.05841924 0.        ]
[0.06357388 0.        ]
[0.07388316 0.        ]
[0.07731959 0.        ]
[0.06701031 0.        ]
[0.0524055 0.       ]
[0.0524055 0.       ]
[0.0652921 0.       ]
[0.07216495 0.        ]
[0.08848797 0.        ]
[0.09493127 0.00042955]
[0.0983677  0.00042955]
[0.06013746 0.        ]
[0.04209622 0.        ]
[0.02835052 0.        ]
[0.03522337 0.        ]
[0.03694158 0.        ]
[0.04896907 0.        ]
[0.0661512 0.       ]
[0.0725945  0.00042955]
[0.06872852 0.        ]
[0.07388316 0.        ]
[0.05798969 0.00042955]
[0.05283505 0.00042955]
[0.04725086 0.        ]
[0.03479381 0.00042955]
[0.020189   0.00042955]
[0.01847079 0.00042955]
[0.020189   0.00042955]
[0.03608247 0.        ]
[0.03565292 0.00042955]
[0.03264605 0.        ]
[0.03264605 0.        ]
[0.03737113 0.00042955]
[0.03694158 0.        ]
[0.03393471 0.00042955]
[0.02491409 0.        ]
[0.03780069 0.        ]
[0.02276632 0.00042955]
[0.00171821 0.        ]
[0.00515464 0.        ]
[0.00171821 0.        ]
[0.00386598 0.00042955]
[0.02276632 0.00042955]
[0.02362543 0.00042955]
[0.02190722 0.00042955]
[0.02233677 0.        ]
[0.02233677 0.        ]
[0.0257732 0.       ]
[0.03694158 0.        ]
[0.04295533 0.        ]
[0.04037801 0.        ]
[0.04209622 0.        ]
[0.05627148 0.00042955]
[0.05584192 0.        ]
[0.05756014 0.        ]
[0.04123711 0.        ]
[0.01503436 0.00042955]
[0.00773196 0.        ]
[0.00386598 0.00042955]
[0.00171821 0.        ]
[0.00687285 0.        ]
[0.02061856 0.        ]
[0.01675258 0.00042955]
[0.00601375 0.        ]
[0.00515464 0.        ]
[0.00859107 0.        ]
[0.02491409 0.        ]
[0.00214777 0.00042955]
[0.02405498 0.        ]
[0.01331615 0.00042955]
[0.00085911 0.        ]
[0.00257732 0.        ]
[0.00429553 0.        ]
[0.00386598 0.00042955]
[0.00257732 0.        ]
[0.00085911 0.        ]
[0.01975945 0.        ]
[0.02920962 0.        ]
[0.02362543 0.00042955]
[0.01589347 0.00042955]
[0.0128866 0.       ]
[0.01890034 0.        ]
[0.00902062 0.00042955]
[0.00687285 0.        ]
[0.00859107 0.        ]
[0.0128866 0.       ]
[0.01718213 0.        ]
[0.03006873 0.        ]
[0.03479381 0.00042955]
[0.00945017 0.        ]
[0.01202749 0.        ]
[0.03608247 0.        ]
[0.02835052 0.        ]
