[0. 0.]
[0.07422421 0.00115034]
[0.07447071 0.00057517]
[0.07685355 0.000493  ]
[0.07616883 0.00035606]
[0.07909945 0.00065734]
[0.07953767 0.000986  ]
[0.08118101 0.00104078]
[0.0822218  0.00071211]
[0.08517981 0.00093123]
[0.08550848 0.00087645]
[0.0829613  0.00062995]
[0.08290652 0.00090384]
[0.08309824 0.00060256]
[0.08698748 0.00065734]
[0.08665882 0.00027389]
[0.08367341 0.00084906]
[0.0809619  0.00060256]
[0.07915423 0.00065734]
[0.08315302 0.00076689]
[8.00032867e-02 8.21670182e-05]
[0.07934595 0.0007395 ]
[0.0752376  0.00084906]
[0.07518282 0.00095862]
[0.07742872 0.00084906]
[0.07825039 0.00041084]
[0.07866123 0.00082167]
[0.07501849 0.00090384]
[0.07512804 0.0007395 ]
[0.0762236 0.0002465]
[0.0764701  0.00060256]
[0.07693572 0.00068473]
[0.07641533 0.00093123]
[0.07337515 0.00095862]
[0.06984197 0.00071211]
[0.06696612 0.00095862]
[0.06680179 0.00095862]
[0.06233738 0.00120512]
[0.06137876 0.0007395 ]
[0.06285777 0.00019172]
[0.06230999 0.00084906]
[0.06170743 0.00035606]
[0.06283038 0.        ]
[0.06096793 0.00082167]
[0.06080359 0.00109556]
[0.05918764 0.00019172]
[0.05866725 0.00071211]
[0.05642135 0.00043822]
[5.28881707e-02 2.73890061e-05]
[0.05368245 0.000493  ]
[0.05538057 0.00082167]
[0.05436718 0.00079428]
[0.05209389 0.00043822]
[0.04735559 0.00013695]
[4.72460354e-02 2.73890061e-05]
[0.04749254 0.000493  ]
[4.48905809e-02 8.21670182e-05]
[0.04330202 0.00013695]
[0.0381255  0.00038345]
[0.03620827 0.000493  ]
[0.03505793 0.00016433]
[0.03346937 0.00065734]
[0.03094958 0.00021911]
[0.02673167 0.00010956]
[0.02571828 0.00035606]
[2.85667333e-02 8.21670182e-05]
[2.95253485e-02 5.47780121e-05]
[0.02591    0.00060256]
[0.02396538 0.00019172]
[2.10621457e-02 8.21670182e-05]
[0.01873408 0.        ]
[0.02054175 0.00032867]
[0.01947358 0.00062995]
[0.01862452 0.00016433]
[0.01336583 0.00010956]
[0.01139383 0.        ]
[0.0112021  0.00035606]
[0.00818931 0.00030128]
[0.00534086 0.00030128]
[0.00287585 0.00052039]
[0.00254718 0.00019172]
[0.00717592 0.00060256]
[7.66892169e-03 5.47780121e-05]
[1.20511627e-02 5.47780121e-05]
[1.82410780e-02 5.47780121e-05]
[0.01722768 0.00079428]
[0.01725507 0.        ]
[0.01399578 0.0002465 ]
[0.01802197 0.00010956]
[2.39379913e-02 5.47780121e-05]
[0.02155515 0.0002465 ]
[0.02128126 0.00041084]
[0.01851497 0.        ]
[0.02051437 0.00019172]
[0.02555394 0.00013695]
[0.0239106 0.0002465]
[0.02758073 0.00030128]
[0.03004574 0.00041084]
[0.03267508 0.00013695]
[3.47292597e-02 5.47780121e-05]
[0.03889239 0.00043822]
[0.03785161 0.000493  ]
[3.68929912e-02 2.73890061e-05]
[3.95771137e-02 2.73890061e-05]
[0.04067267 0.0002465 ]
[0.04505491 0.00019172]
[0.04341157 0.00013695]
[0.03990578 0.00052039]
[0.03692038 0.00010956]
[0.03675605 0.00043822]
[0.03755033 0.00013695]
[3.53318178e-02 5.47780121e-05]
[0.03248336 0.00027389]
[0.03177125 0.00065734]
[0.03349675 0.0002465 ]
[0.03341459 0.00054778]
[0.03037441 0.00030128]
[0.03100435 0.        ]
[0.03053874 0.0002465 ]
[0.02859412 0.00010956]
[0.03059352 0.00041084]
[3.36610884e-02 8.21670182e-05]
[0.03267508 0.00019172]
[0.03311331 0.00030128]
[0.03094958 0.00054778]
[0.03385281 0.00027389]
[0.03209992 0.00021911]
[0.02949796 0.00046561]
[0.03081263 0.00019172]
[0.03097697 0.00013695]
[0.03396237 0.00021911]
[0.0348662  0.00046561]
[0.0346197  0.00016433]
[0.0361261 0.0002465]
[0.03957711 0.00041084]
[4.30281285e-02 8.21670182e-05]
[0.04743776 0.00016433]
[0.04993016 0.00041084]
[0.05053272 0.00035606]
[0.05182    0.00021911]
[0.05765386 0.00079428]
[0.05853031 0.00030128]
[0.05798253 0.00095862]
[0.05811947 0.00054778]
[0.05713347 0.00076689]
[0.0590507  0.00043822]
[0.05989976 0.00035606]
[0.05800991 0.00054778]
[0.05620224 0.00027389]
[0.05842075 0.0002465 ]
[0.05590096 0.00046561]
[0.05653091 0.000493  ]
[0.05874942 0.0002465 ]
[0.05453151 0.00046561]
[0.05318945 0.000986  ]
[0.05310728 0.0002465 ]
[0.05436718 0.00030128]
[0.05822903 0.00021911]
[0.05653091 0.00038345]
[0.04935499 0.00010956]
[0.05264167 0.        ]
[0.05592835 0.00054778]
[5.43397880e-02 5.47780121e-05]
[0.0543124  0.00030128]
[0.05264167 0.00104078]
[0.05469585 0.00030128]
[0.0548054  0.00041084]
[0.05644874 0.00057517]
[0.05450412 0.00136945]
[0.05346334 0.00065734]
[0.05442196 0.00030128]
[0.05286078 0.00027389]
[0.05028622 0.00054778]
[0.05023144 0.00038345]
[0.04867026 0.00035606]
[4.62052532e-02 8.21670182e-05]
[0.04374024 0.00019172]
[4.28911835e-02 5.47780121e-05]
[3.90841116e-02 8.21670182e-05]
[0.04149434 0.00046561]
[0.03946756 0.00095862]
[0.03976884 0.00027389]
[0.04157651 0.00071211]
[0.04143957 0.0007395 ]
[0.03878283 0.00010956]
[0.03303114 0.00054778]
[0.03744077 0.00041084]
[0.03445537 0.00016433]
[0.03555093 0.00010956]
[0.03440059 0.00010956]
[0.03010052 0.00041084]
[0.02996357 0.00027389]
[0.03097697 0.00057517]
[0.02916929 0.00062995]
[0.02826545 0.00038345]
[0.0284024  0.00019172]
[0.02582783 0.00041084]
[0.03053874 0.00052039]
[0.03010052 0.00030128]
[0.03136041 0.00057517]
[0.02793679 0.00021911]
[2.91145134e-02 8.21670182e-05]
[0.03308592 0.00016433]
[3.57974309e-02 8.21670182e-05]
[0.03768727 0.00010956]
[3.53592068e-02 8.21670182e-05]
[0.03568787 0.00079428]
[0.03809811 0.00057517]
[0.04080962 0.00071211]
[0.04168607 0.00087645]
[0.04245296 0.00065734]
[0.0431103  0.00010956]
[0.04812248 0.00013695]
[0.0503136  0.00068473]
[0.0488346  0.00035606]
[0.04891676 0.00021911]
[4.79855386e-02 5.47780121e-05]
[0.05182    0.00043822]
[0.05453151 0.00117773]
[0.05477801 0.00032867]
[5.24499466e-02 2.73890061e-05]
[0.05102572 0.0002465 ]
[0.04773904 0.00030128]
[5.31620607e-02 8.21670182e-05]
[0.05266906 0.00030128]
[0.0456027  0.00046561]
[0.04226124 0.0002465 ]
[0.04206951 0.00027389]
[0.03952234 0.00013695]
[0.04124784 0.00038345]
[0.03639999 0.00057517]
[3.05387417e-02 2.73890061e-05]
[0.02974446 0.00016433]
[0.03103174 0.00030128]
[3.36063104e-02 2.73890061e-05]
[0.02856673 0.00057517]
[0.02599217 0.00019172]
[0.02399277 0.        ]
[2.44309934e-02 5.47780121e-05]
[0.02500616 0.00068473]
[0.0196927  0.00013695]
[0.01736463 0.00010956]
[0.01484484 0.00021911]
[0.01583085 0.00027389]
[0.01728246 0.00019172]
[0.01607735 0.00030128]
[0.01374928 0.00032867]
[0.01101038 0.00016433]
[0.00914793 0.00043822]
[0.01114733 0.0002465 ]
[0.00942182 0.00010956]
[0.00638164 0.00030128]
[0.00405357 0.00027389]
[0.00421791 0.00038345]
[0.00183506 0.00013695]
[0.00076689 0.000493  ]
[0.00243762 0.00019172]
[0.00662814 0.00016433]
[0.01188683 0.00038345]
[1.16677166e-02 5.47780121e-05]
[0.01142122 0.00013695]
[0.01377667 0.00030128]
[0.01895319 0.00021911]
[0.01900797 0.00016433]
[0.01826847 0.00079428]
[0.01851497 0.00038345]
[0.01919969 0.00019172]
[0.02106215 0.00030128]
[2.16647038e-02 2.73890061e-05]
[0.01996659 0.00013695]
[0.02108953 0.00032867]
[1.86793021e-02 5.47780121e-05]
[0.01815891 0.00068473]
[0.02114431 0.00032867]
[2.27328750e-02 5.47780121e-05]
[0.01944619 0.00032867]
[2.07334776e-02 8.21670182e-05]
[0.02470488 0.00010956]
[0.02933363 0.00030128]
[0.02897757 0.00032867]
[0.03048396 0.0002465 ]
[0.03122347 0.00043822]
[0.03730383 0.00010956]
[0.04174085 0.00027389]
[0.0460957  0.00041084]
[0.04565747 0.00068473]
[0.04691737 0.00057517]
[0.05140916 0.00030128]
[0.05360028 0.00090384]
[0.05620224 0.00054778]
[0.05918764 0.00062995]
[0.06011887 0.00062995]
[0.06293994 0.00087645]
[0.07019802 0.00057517]
[0.0752376  0.00079428]
[0.077237 0.000493]
[0.07907206 0.00068473]
[0.07855167 0.00060256]
[0.0822218 0.000493 ]
[0.08698748 0.00065734]
[0.0857002  0.00079428]
[0.08476897 0.00139684]
[0.08572759 0.00104078]
[0.09027416 0.00027389]
[0.09079456 0.00090384]
[0.08958944 0.00084906]
[0.08772699 0.00062995]
[0.09232834 0.00084906]
[0.09523157 0.0007395 ]
[0.09698447 0.00062995]
[0.09608063 0.00043822]
[0.0944099  0.00035606]
[0.09627236 0.00062995]
[0.09745008 0.00147901]
[0.09799786 0.00115034]
[0.10191449 0.0007395 ]
[0.09854564 0.00087645]
[0.09805264 0.00115034]
[0.10122977 0.00109556]
[0.10081893 0.00084906]
[0.10426995 0.0007395 ]
[0.10418778 0.00082167]
[0.103147   0.00087645]
[0.10626934 0.00109556]
[0.10744707 0.00178029]
[0.10851524 0.00021911]
[0.10668018 0.00057517]
[0.10506423 0.00125989]
[0.10470817 0.00090384]
[0.1061324  0.00079428]
[0.10873435 0.00109556]
[0.10640629 0.00117773]
[0.10509162 0.00112295]
[0.10632412 0.00104078]
[0.10802224 0.000986  ]
[0.11076114 0.00093123]
[0.10873435 0.00043822]
[0.10914519 0.00128728]
[0.10941908 0.00101339]
[0.11237709 0.0007395 ]
[0.11248665 0.00095862]
[0.1141026  0.00115034]
[0.11355482 0.00076689]
[0.1158555  0.00082167]
[0.11840267 0.00084906]
[0.12223713 0.00084906]
[0.12273014 0.00106817]
[0.12264797 0.00125989]
[0.12366136 0.00068473]
[0.12248364 0.00120512]
[0.12713977 0.00158856]
[0.12686588 0.00109556]
[0.12683849 0.00101339]
[0.1268111  0.00153378]
[0.12812577 0.00054778]
[0.1322889  0.00109556]
[0.13017995 0.00128728]
[0.12941305 0.00128728]
[0.12798883 0.00161595]
[0.12724932 0.00120512]
[0.13064556 0.00115034]
[0.1307825  0.00112295]
[0.13146723 0.00115034]
[0.1330284  0.00090384]
[0.13146723 0.000493  ]
[0.13395963 0.0015064 ]
[0.13505519 0.00112295]
[0.13335707 0.00106817]
[0.13415135 0.00120512]
[0.13157679 0.00131467]
[0.1317959  0.00120512]
[0.13091945 0.00131467]
[0.130536   0.00120512]
[0.12861877 0.00104078]
[0.12642765 0.000986  ]
[0.12585248 0.00128728]
[0.12908439 0.00095862]
[0.12798883 0.00112295]
[0.12396264 0.00131467]
[0.12190847 0.00123251]
[0.12053902 0.0007395 ]
[0.12308619 0.00071211]
[0.11815617 0.00115034]
[0.11180192 0.00071211]
[0.10804963 0.00112295]
[0.10676235 0.00054778]
[0.10522856 0.00109556]
[0.10421517 0.00046561]
[0.09728575 0.00131467]
[0.09161623 0.00128728]
[0.090192   0.00079428]
[0.0886856  0.00104078]
[0.08309824 0.00109556]
[0.07923639 0.00062995]
[0.07816822 0.00054778]
[0.07512804 0.00139684]
[0.07611405 0.00095862]
[0.0752376  0.00041084]
[0.07433376 0.00060256]
[0.07266303 0.0002465 ]
[0.07088275 0.00093123]
[0.07222481 0.00057517]
[0.0754841  0.00021911]
[0.07326559 0.00019172]
[0.07504588 0.00032867]
[0.07715483 0.00035606]
[0.0754841  0.00054778]
[0.07929117 0.00046561]
[0.08112624 0.00054778]
[0.07608666 0.00071211]
[0.07526499 0.00071211]
[0.07556627 0.00095862]
[0.07515543 0.00065734]
[0.07594971 0.00041084]
[0.0757306  0.00079428]
[0.07121142 0.00082167]
[0.06847252 0.00021911]
[0.06989674 0.00082167]
[0.06759607 0.000986  ]
[0.06376161 0.00071211]
[0.05902331 0.00035606]
[0.06148832 0.00106817]
[0.05844814 0.00071211]
[0.06066665 0.00046561]
[0.05850292 0.00093123]
[0.05297034 0.00065734]
[0.05412068 0.00115034]
[0.05362767 0.00021911]
[0.0565583  0.00062995]
[0.05625702 0.00060256]
[0.05272384 0.00062995]
[0.05277861 0.00062995]
[0.05472323 0.00087645]
[5.04231601e-02 8.21670182e-05]
[4.85059297e-02 2.73890061e-05]
[0.04699953 0.00060256]
[0.04174085 0.00010956]
[0.04248035 0.00057517]
[0.04226124 0.00019172]
[0.03946756 0.00013695]
[0.03283942 0.00041084]
[0.0316343  0.00013695]
[0.02971707 0.00030128]
[0.02733423 0.00016433]
[0.02459533 0.00093123]
[0.02076087 0.00010956]
[0.01783024 0.00046561]
[0.01443401 0.00035606]
[0.01309194 0.00016433]
[0.00986004 0.00032867]
[0.00539563 0.00013695]
[1.72550738e-03 2.73890061e-05]
[3.56057079e-04 8.21670182e-05]
[0.00213634 0.00054778]
[0.00388924 0.000493  ]
[0.00843581 0.00027389]
[0.01479006 0.00010956]
[0.01813152 0.00043822]
[0.01980225 0.00052039]
[0.02155515 0.00068473]
[0.02155515 0.00041084]
[0.02399277 0.00010956]
[0.02708773 0.00013695]
[0.02947057 0.000493  ]
[2.73890061e-02 5.47780121e-05]
[0.02686861 0.00019172]
[0.02922407 0.00035606]
[0.0311413  0.00019172]
[0.03053874 0.00030128]
[0.02626606 0.00019172]
[0.02681384 0.00013695]
[0.02716989 0.000493  ]
[0.02618389 0.00016433]
[0.02678645 0.00016433]
[2.76355071e-02 2.73890061e-05]
[0.02538961 0.00052039]
[0.02656734 0.00010956]
[0.0261565  0.00030128]
[3.01005177e-02 8.21670182e-05]
[0.02634822 0.00032867]
[0.02563611 0.00010956]
[0.02733423 0.00016433]
[0.03034702 0.00038345]
[0.0311413  0.00030128]
[0.02955274 0.00035606]
[0.03355153 0.00057517]
[0.03650955 0.00046561]
[0.03974145 0.00013695]
[0.04201474 0.00043822]
[0.04171346 0.0002465 ]
[0.04248035 0.00084906]
[0.04393197 0.00087645]
[0.04354852 0.00038345]
[0.04565747 0.00101339]
[0.04269946 0.0002465 ]
[0.04023445 0.00030128]
[0.04313768 0.00057517]
[0.04215168 0.00035606]
[0.04094656 0.00019172]
[0.03933061 0.00032867]
[0.03634521 0.00052039]
[0.03672866 0.00019172]
[0.03870067 0.0002465 ]
[0.04001534 0.00052039]
[0.0400975 0.       ]
[0.04004273 0.00071211]
[0.03834461 0.00021911]
[0.04154912 0.00035606]
[0.04253513 0.00106817]
[0.04286379 0.00052039]
[0.03971406 0.000493  ]
[0.04143957 0.00079428]
[0.04201474 0.000493  ]
[0.04376763 0.00038345]
[0.04467147 0.0002465 ]
[0.04338419 0.00032867]
[4.41510778e-02 5.47780121e-05]
[0.04231601 0.00019172]
[0.0456027  0.00062995]
[0.04524664 0.000493  ]
[0.04171346 0.00090384]
[0.04379502 0.00046561]
[0.04557531 0.00065734]
[0.04300074 0.00021911]
[0.04376763 0.00076689]
[4.10835091e-02 5.47780121e-05]
[0.0391115  0.00038345]
[0.03820766 0.00035606]
[4.06726740e-02 2.73890061e-05]
[0.04141218 0.00065734]
[0.04253513 0.00041084]
[0.03672866 0.00079428]
[0.03864589 0.00030128]
[0.04064528 0.00065734]
[0.04190518 0.00087645]
[0.04321985 0.00027389]
[0.04124784 0.00032867]
[0.03996056 0.0007395 ]
[0.04217907 0.00032867]
[0.04442497 0.00082167]
[0.04428802 0.00052039]
[0.0463422  0.00021911]
[0.04513708 0.00071211]
[0.04582181 0.00062995]
[0.04949193 0.00041084]
[0.05242256 0.00071211]
[0.04702692 0.00052039]
[0.04535619 0.000493  ]
[0.04338419 0.000493  ]
[0.04469886 0.00043822]
[0.04283641 0.00082167]
[0.04080962 0.        ]
[0.03881022 0.00013695]
[0.03722166 0.00062995]
[0.03744077 0.0002465 ]
[0.037879   0.00041084]
[0.03681082 0.00082167]
[0.03292159 0.00021911]
[0.03675605 0.00010956]
[0.03971406 0.00021911]
[0.04242557 0.00046561]
[0.04133001 0.00019172]
[0.0400975  0.00060256]
[0.04154912 0.00052039]
[0.04283641 0.00016433]
[4.50001369e-02 2.73890061e-05]
[0.04798554 0.000493  ]
[0.04962888 0.00043822]
[0.05138178 0.00043822]
[0.05129961 0.00019172]
[0.05601052 0.00068473]
[0.05477801 0.00032867]
[0.052313   0.00038345]
[0.05299773 0.00041084]
[5.21212785e-02 8.21670182e-05]
[0.05387417 0.0007395 ]
[0.05129961 0.00035606]
[0.04924543 0.00076689]
[0.04894415 0.00041084]
[0.04798554 0.00016433]
[0.04771165 0.000493  ]
[0.04861549 0.00035606]
[0.04486319 0.00021911]
[0.04204212 0.00041084]
[0.04171346 0.00035606]
[0.04143957 0.00090384]
[0.04289118 0.000493  ]
[0.04100134 0.00062995]
[0.04070006 0.00016433]
[0.03996056 0.00046561]
[0.04045356 0.00013695]
[0.03971406 0.00027389]
[0.03689299 0.00041084]
[0.03371587 0.00019172]
[0.03377064 0.00030128]
[0.03555093 0.00027389]
[3.75503273e-02 2.73890061e-05]
[0.03516748 0.000493  ]
[0.03196297 0.00057517]
[0.03177125 0.00027389]
[0.03097697 0.00013695]
[0.03283942 0.0002465 ]
[0.03149736 0.00016433]
[0.02774506 0.00019172]
[0.0291419 0.       ]
[0.02722467 0.        ]
[0.02632083 0.00041084]
[0.02777245 0.00038345]
[0.0219112  0.00021911]
[0.01889841 0.00027389]
[0.0189258  0.00052039]
[1.91996932e-02 2.73890061e-05]
[0.01728246 0.00019172]
[0.0109556  0.00027389]
[0.00928487 0.0002465 ]
[0.00920271 0.00016433]
[8.49059188e-03 5.47780121e-05]
[0.00690203 0.        ]
[0.00479308 0.00030128]
[0.00284846 0.00010956]
[0.00046561 0.00035606]
[1.17772726e-03 2.73890061e-05]
[0.00208156 0.00021911]
[0.00238284 0.0002465 ]
[0.00054778 0.00027389]
[0.         0.00065734]
[0.00131467 0.00010956]
[0.00068473 0.00035606]
[0.00205418 0.00030128]
[0.00101339 0.00013695]
[0.00109556 0.00010956]
[0.00191723 0.00060256]
[0.000493   0.00016433]
[1.50639533e-03 8.21670182e-05]
[1.56117335e-03 8.21670182e-05]
[0.0032319  0.00032867]
[0.00405357 0.00010956]
[0.00457396 0.00030128]
[0.00358796 0.00062995]
[0.00725809 0.00013695]
[0.00512174 0.00013695]
[0.00350579 0.00021911]
[5.72430227e-03 2.73890061e-05]
[0.00662814 0.00043822]
[0.0109556  0.00010956]
[0.01588562 0.00016433]
[0.01500918 0.00054778]
[0.0172003  0.00027389]
[1.91175262e-02 5.47780121e-05]
[2.22946509e-02 5.47780121e-05]
[0.02547178 0.00054778]
[0.03092219 0.00084906]
[0.03108652 0.00030128]
[0.02881323 0.00054778]
[0.03251075 0.00090384]
[0.03522226 0.00060256]
[0.03694777 0.00035606]
[0.03607132 0.0002465 ]
[0.03659171 0.00065734]
[0.03749555 0.00030128]
[0.03979623 0.00013695]
[0.03839939 0.00038345]
[0.03790638 0.00038345]
[0.0361261  0.00035606]
[0.03815289 0.00035606]
[0.04382241 0.00076689]
[0.0436033  0.00027389]
[0.0468352  0.00027389]
[0.04845115 0.00057517]
[0.05154611 0.00082167]
[0.0560653  0.00095862]
[0.05787297 0.00035606]
[0.05688697 0.00046561]
[0.05740736 0.00093123]
[0.05987237 0.00087645]
[0.06688395 0.00038345]
[0.06803429 0.        ]
[0.06718523 0.00090384]
[0.06743173 0.00071211]
[0.06724001 0.00062995]
[0.06756868 0.00079428]
[0.07028019 0.00027389]
[0.07189614 0.00041084]
[0.07304648 0.00057517]
[0.07342993 0.00035606]
[0.07581277 0.00021911]
[0.07992112 0.00027389]
[0.08334475 0.00030128]
[0.08123579 0.00071211]
[0.08400208 0.00084906]
[0.0866862  0.00041084]
[0.09052067 0.00112295]
[0.09577935 0.00046561]
[0.0944099  0.00084906]
[0.09712142 0.00104078]
[0.10380433 0.00120512]
[0.10668018 0.00106817]
[0.10873435 0.00038345]
[0.10785791 0.00131467]
[0.10991208 0.0007395 ]
[0.1136096  0.00087645]
[0.11467777 0.00095862]
[0.11722495 0.00120512]
[0.11777273 0.00109556]
[0.11560899 0.00117773]
[0.11467777 0.00112295]
[0.1220728 0.0015064]
[0.12319575 0.00120512]
[0.12273014 0.00068473]
[0.12524992 0.00123251]
[0.12283969 0.00090384]
[0.12700282 0.00117773]
[0.12801621 0.00087645]
[0.12839966 0.00125989]
[0.12848183 0.00117773]
[0.12946783 0.00084906]
[0.13094684 0.00161595]
[0.1322889  0.00131467]
[0.13294624 0.00109556]
[0.13075511 0.00115034]
[0.13020733 0.00131467]
[0.12946783 0.00095862]
[0.12831749 0.00090384]
[0.12768755 0.00120512]
[0.12533209 0.00131467]
[0.11968996 0.00104078]
[0.11629372 0.00082167]
[0.11511599 0.00117773]
[0.11043247 0.00109556]
[0.10402344 0.000986  ]
[0.10128454 0.000986  ]
[0.10029854 0.00065734]
[0.09621758 0.00057517]
[0.09627236 0.00117773]
[0.08983594 0.00136945]
[0.08863082 0.00087645]
[0.08909644 0.00106817]
[0.09112322 0.00106817]
[0.09301306 0.00082167]
[0.09213662 0.00060256]
[0.09126017 0.00076689]
[0.09076717 0.00087645]
[0.08895949 0.00032867]
[0.09262962 0.000493  ]
[0.09221878 0.0002465 ]
[0.08712443 0.00090384]
[0.08307086 0.00084906]
[0.08298869 0.00093123]
[0.0847142  0.00041084]
[0.08118101 0.00087645]
[0.07745611 0.00060256]
[0.07671661 0.0007395 ]
[0.07608666 0.00109556]
[0.07830517 0.00084906]
[0.07805867 0.00104078]
[0.0757306 0.0002465]
[0.07493632 0.00076689]
[0.07460765 0.00032867]
[0.07633316 0.00052039]
[0.07657966 0.00060256]
[0.07233436 0.00052039]
[0.07104708 0.00060256]
[0.07082797 0.000493  ]
[0.07121142 0.00071211]
[0.0712388  0.00068473]
[0.0682534  0.00093123]
[0.06598012 0.00095862]
[0.06447372 0.00038345]
[0.06113226 0.000493  ]
[0.06329599 0.00057517]
[0.06066665 0.00062995]
[0.05625702 0.000493  ]
[0.0538194  0.00079428]
[0.05598313 0.000493  ]
[0.05614746 0.000986  ]
[0.05329901 0.00038345]
[0.05217606 0.00090384]
[0.05069705 0.00046561]
[0.05176522 0.000493  ]
[0.04867026 0.00062995]
[0.04631481 0.00046561]
[0.0473282  0.00021911]
[0.04206951 0.00032867]
[0.04168607 0.00010956]
[0.04154912 0.00019172]
[0.03965928 0.        ]
[0.03571526 0.00027389]
[0.03215469 0.00021911]
[0.03311331 0.00035606]
[3.38802005e-02 2.73890061e-05]
[0.03152475 0.00041084]
[0.02968968 0.00010956]
[0.02799156 0.00010956]
[0.02514311 0.00032867]
[2.33080442e-02 2.73890061e-05]
[0.02259593 0.00019172]
[0.02106215 0.00019172]
[0.0179398  0.00019172]
[0.013448   0.00013695]
[0.01462573 0.00016433]
[0.01229766 0.00030128]
[0.00758675 0.00041084]
[0.00575169 0.00021911]
[0.00501219 0.0002465 ]
[0.00386185 0.00041084]
[0.00202679 0.00016433]
[0.00104078 0.00027389]
[0.00202679 0.        ]
[0.00345101 0.00027389]
[0.00501219 0.00052039]
[0.00640903 0.00027389]
[0.00802498 0.00030128]
[0.0112021  0.00052039]
[0.0109556  0.00021911]
[0.00777848 0.00010956]
[0.00542302 0.00010956]
[4.24529594e-03 8.21670182e-05]
[0.00484785 0.0002465 ]
[0.00446441 0.00035606]
[0.00342363 0.00041084]
[2.27328750e-03 8.21670182e-05]
[0.00191723 0.        ]
[1.28728328e-03 8.21670182e-05]
[0.00057517 0.00013695]
[0.00295801 0.00054778]
[0.00375229 0.00052039]
[0.00079428 0.0002465 ]
[2.54717756e-03 8.21670182e-05]
[0.00208156 0.00016433]
[0.000986   0.00060256]
[0.00388924 0.00032867]
[0.00490263 0.0002465 ]
[6.02558133e-04 5.47780121e-05]
[0.00131467 0.00016433]
[0.00624469 0.00038345]
[0.0047383  0.00062995]
[0.00487524 0.00010956]
[7.39503163e-03 5.47780121e-05]
[0.01092821 0.00030128]
[1.42148941e-02 8.21670182e-05]
[1.32562789e-02 5.47780121e-05]
[0.01128427 0.00021911]
[0.01500918 0.00010956]
[0.02048698 0.00054778]
[0.02311632 0.00054778]
[2.24863740e-02 8.21670182e-05]
[0.02484183 0.00019172]
[0.02604694 0.00030128]
[0.02779984 0.00019172]
[0.02881323 0.00065734]
[0.02853934 0.000493  ]
[0.02637561 0.00035606]
[0.02486922 0.00021911]
[0.02782723 0.00043822]
[0.03174386 0.00013695]
[0.03234642 0.00013695]
[0.03179864 0.00106817]
[3.11960779e-02 8.21670182e-05]
[0.03790638 0.00060256]
[3.93853907e-02 5.47780121e-05]
[0.03933061 0.000493  ]
[0.039851   0.00057517]
[0.03965928 0.00065734]
[0.04163129 0.000493  ]
[0.04393197 0.00065734]
[0.04825943 0.00038345]
[0.04623264 0.00043822]
[0.04464408 0.00060256]
[4.56574731e-02 8.21670182e-05]
[0.04880721 0.00032867]
[0.05119005 0.00013695]
[0.04902632 0.00021911]
[0.04762948 0.00057517]
[0.04754731 0.00054778]
[0.05302512 0.00054778]
[0.05253211 0.000493  ]
[0.05187478 0.00016433]
[0.05499712 0.00065734]
[0.05691435 0.00043822]
[0.05806469 0.00065734]
[0.06006409 0.00052039]
[0.06318644 0.00041084]
[0.06085837 0.00076689]
[0.06258388 0.0007395 ]
[0.06548711 0.00041084]
[0.07085536 0.0002465 ]
[0.07148531 0.00071211]
[0.06797951 0.00071211]
[0.06680179 0.00013695]
[0.06822601 0.00030128]
[0.07206047 0.0007395 ]
[0.0709923  0.00065734]
[7.11292487e-02 8.21670182e-05]
[0.06948591 0.00090384]
[0.0717592  0.00065734]
[0.07652488 0.00043822]
[0.07556627 0.0002465 ]
[0.07540193 0.00057517]
[0.07512804 0.00095862]
[0.07701789 0.00032867]
[0.07329298 0.00082167]
[0.07496371 0.00068473]
[0.08068801 0.00082167]
[0.07616883 0.00057517]
[0.07740133 0.00054778]
[0.07915423 0.00076689]
[0.07855167 0.00016433]
[0.07992112 0.00065734]
[0.08057846 0.00076689]
[0.08266002 0.00087645]
[8.56728109e-02 5.47780121e-05]
[0.08690532 0.00062995]
[0.08879516 0.00065734]
[0.08931555 0.00101339]
[0.08947988 0.00084906]
[0.09284873 0.00087645]
[0.09523157 0.00084906]
[0.09717619 0.00082167]
[0.09684753 0.00027389]
[0.09777875 0.00054778]
[0.09860042 0.00087645]
[0.1023801  0.00060256]
[0.10591329 0.00117773]
[0.10558462 0.00095862]
[0.10794007 0.00106817]
[0.10928213 0.00115034]
[0.11147325 0.00131467]
[0.11237709 0.00035606]
[0.11037769 0.00071211]
[0.10999425 0.00120512]
[0.11226754 0.00117773]
[0.11363699 0.00068473]
[0.11467777 0.00057517]
[0.11415738 0.00147901]
[0.11182931 0.00090384]
[0.11240448 0.00027389]
[0.11426693 0.00115034]
[0.11341787 0.00079428]
[0.11130892 0.00060256]
[0.1101038  0.00082167]
[0.1111172  0.00068473]
[0.11251404 0.00071211]
[0.11322615 0.00054778]
[0.11152803 0.00115034]
[0.10958341 0.00062995]
[0.10569417 0.00068473]
[0.10309222 0.00087645]
[0.10520117 0.00084906]
[0.10585851 0.0007395 ]
[0.10301005 0.00046561]
[0.10202405 0.00035606]
[0.09928515 0.00052039]
[0.10095588 0.00065734]
[0.09777875 0.000493  ]
[0.09676536 0.00057517]
[0.09739531 0.00076689]
[0.09671058 0.00084906]
[0.09966859 0.00101339]
[0.10076415 0.00101339]
[0.0971488 0.0002465]
[0.09586152 0.00065734]
[0.09810742 0.00115034]
