[0. 0.]
[0.08241352 0.00123251]
[0.08586453 0.00041084]
[0.08454986 0.00062995]
[0.08446769 0.00082167]
[0.08931555 0.0002465 ]
[0.09742269 0.00095862]
[0.09980554 0.00131467]
[0.09783353 0.00065734]
[0.09682014 0.00106817]
[0.09925776 0.00082167]
[0.10259922 0.00109556]
[0.10240749 0.00101339]
[0.10155843 0.00071211]
[0.09786092 0.00062995]
[0.09895648 0.00101339]
[0.0989017  0.00068473]
[0.09427296 0.00060256]
[0.09057544 0.00068473]
[0.08884994 0.00082167]
[0.08986333 0.00090384]
[0.08830216 0.00115034]
[0.08742571 0.00120512]
[0.08235874 0.00030128]
[0.08033195 0.00030128]
[0.08118101 0.00087645]
[0.07767522 0.000493  ]
[0.07775739 0.00106817]
[0.0784695  0.00052039]
[0.07247131 0.00038345]
[0.07353948 0.00062995]
[0.07636055 0.00115034]
[0.07318342 0.00060256]
[0.07091014 0.00052039]
[0.07488154 0.00071211]
[0.07310126 0.00112295]
[0.06797951 0.00071211]
[0.07058147 0.00112295]
[0.07567582 0.00046561]
[7.36490373e-02 8.21670182e-05]
[0.06937635 0.00068473]
[0.06759607 0.00027389]
[0.06734957 0.00090384]
[0.07151269 0.00090384]
[0.07006108 0.00032867]
[0.06770562 0.00076689]
[0.06263866 0.00062995]
[0.06630878 0.00062995]
[0.0682534  0.00065734]
[0.06691134 0.00046561]
[0.06400811 0.00057517]
[0.06400811 0.00019172]
[0.06447372 0.00043822]
[0.06745912 0.00052039]
[0.06754129 0.00032867]
[0.06817124 0.00090384]
[0.0697598  0.00013695]
[0.07386815 0.00084906]
[0.07868861 0.00079428]
[0.07586755 0.00071211]
[0.07318342 0.00076689]
[0.07159486 0.00065734]
[0.07441593 0.00062995]
[0.07605927 0.00084906]
[0.07441593 0.00062995]
[0.07112925 0.00041084]
[0.07047191 0.00052039]
[0.07206047 0.00117773]
[0.07567582 0.00041084]
[0.0734847  0.00101339]
[0.06948591 0.00106817]
[0.06567884 0.00021911]
[0.06441894 0.00065734]
[0.06674701 0.00062995]
[0.06359727 0.00060256]
[0.06143354 0.0002465 ]
[0.05699652 0.0002465 ]
[0.05699652 0.0002465 ]
[0.05601052 0.0002465 ]
[0.05258689 0.00082167]
[0.0538194 0.0002465]
[0.04935499 0.00038345]
[0.04686259 0.0002465 ]
[0.04721865 0.00043822]
[0.05042316 0.00041084]
[0.04820465 0.00021911]
[0.04626003 0.00062995]
[0.04283641 0.00093123]
[0.04626003 0.00068473]
[0.0465887  0.00041084]
[0.04532881 0.00068473]
[0.0445893  0.00071211]
[0.0406179  0.00019172]
[0.03870067 0.00041084]
[3.82350524e-02 5.47780121e-05]
[0.03746816 0.        ]
[0.03555093 0.00043822]
[0.03152475 0.00019172]
[0.03262031 0.00035606]
[0.03130563 0.00019172]
[0.02821068 0.00043822]
[0.02999096 0.00035606]
[0.02706034 0.00027389]
[0.02580044 0.00038345]
[0.02577305 0.00013695]
[0.02760812 0.00076689]
[0.02651256 0.        ]
[2.27876530e-02 5.47780121e-05]
[0.0231711  0.00038345]
[0.02286982 0.00019172]
[2.30889321e-02 8.21670182e-05]
[0.02125387 0.00016433]
[0.02026786 0.00060256]
[0.02218509 0.00043822]
[0.02684123 0.        ]
[2.65673359e-02 5.47780121e-05]
[0.02782723 0.000493  ]
[0.02774506 0.00035606]
[0.02371888 0.00021911]
[0.02180165 0.00076689]
[0.02618389 0.00021911]
[0.02580044 0.00027389]
[0.02347238 0.00035606]
[0.02130865 0.00032867]
[2.41297143e-02 2.73890061e-05]
[0.02643039 0.00062995]
[0.02407494 0.0002465 ]
[0.02040481 0.0002465 ]
[0.0181863  0.00027389]
[2.05417545e-02 5.47780121e-05]
[1.65155706e-02 2.73890061e-05]
[0.01752896 0.00021911]
[0.012955   0.00041084]
[9.72309715e-03 2.73890061e-05]
[0.00843581 0.        ]
[9.50398510e-03 2.73890061e-05]
[0.00618992 0.000493  ]
[0.00331407 0.00019172]
[0.00254718 0.00013695]
[0.00482047 0.00010956]
[0.00892882 0.00016433]
[0.01210594 0.00027389]
[0.01136644 0.00019172]
[9.94220920e-03 8.21670182e-05]
[0.01139383 0.00038345]
[0.01342061 0.00060256]
[1.31741119e-02 8.21670182e-05]
[0.0152009  0.00019172]
[1.77480759e-02 5.47780121e-05]
[1.78028539e-02 5.47780121e-05]
[0.01648818 0.00043822]
[0.01802197 0.00021911]
[0.01884364 0.00032867]
[1.36397250e-02 5.47780121e-05]
[1.21881077e-02 2.73890061e-05]
[0.00999699 0.00046561]
[9.25748405e-03 5.47780121e-05]
[0.00690203 0.00010956]
[0.00041084 0.00013695]
[0.00416313 0.00010956]
[6.71030648e-03 2.73890061e-05]
[0.00520391 0.00021911]
[0.0102161  0.00035606]
[0.01353017 0.00027389]
[0.01665252 0.00021911]
[2.10347566e-02 5.47780121e-05]
[0.01898058 0.00046561]
[0.01813152 0.        ]
[0.01991181 0.00013695]
[2.37462682e-02 2.73890061e-05]
[0.02333543 0.00016433]
[0.02221248 0.00046561]
[0.01922708 0.00054778]
[2.00761414e-02 8.21670182e-05]
[0.0189258  0.00035606]
[0.0189258  0.00030128]
[0.01698118 0.00016433]
[0.01339322 0.00019172]
[0.013448   0.00030128]
[1.49817863e-02 2.73890061e-05]
[1.30097779e-02 2.73890061e-05]
[0.00936704 0.00016433]
[0.00854537 0.00027389]
[0.01254416 0.        ]
[0.01747419 0.00021911]
[1.75015749e-02 8.21670182e-05]
[0.01846019 0.00021911]
[0.02240421 0.00065734]
[2.50883295e-02 5.47780121e-05]
[0.02653995 0.00019172]
[0.02922407 0.00052039]
[0.03325025 0.00032867]
[0.03305853 0.00095862]
[0.03393498 0.00062995]
[0.03327764 0.00052039]
[0.03144258 0.00038345]
[0.03144258 0.00010956]
[0.02944318 0.00095862]
[0.02851196 0.0007395 ]
[2.80737312e-02 2.73890061e-05]
[0.02960752 0.00046561]
[0.02968968 0.00016433]
[0.02916929 0.00057517]
[0.02884062 0.00041084]
[0.03155213 0.000493  ]
[0.03681082 0.00076689]
[0.0373586  0.00016433]
[0.03922106 0.00010956]
[0.04130262 0.00010956]
[0.04793076 0.00010956]
[0.0500671  0.00016433]
[0.05557229 0.00052039]
[0.0565583  0.00013695]
[0.0575443  0.00090384]
[0.06461067 0.00019172]
[0.07145792 0.00013695]
[0.07729178 0.00060256]
[0.07608666 0.00082167]
[0.07660705 0.00062995]
[8.00032867e-02 2.73890061e-05]
[0.0827148  0.00054778]
[0.08482375 0.00095862]
[0.08800088 0.00068473]
[0.08526198 0.00057517]
[0.08827477 0.00035606]
[0.09082194 0.00093123]
[0.09262962 0.00038345]
[0.08980855 0.00090384]
[0.08616581 0.00104078]
[0.08589192 0.00054778]
[0.08397469 0.000493  ]
[0.08715182 0.000493  ]
[0.08726137 0.00115034]
[0.08616581 0.00032867]
[0.0859467 0.000986 ]
[0.08649448 0.00153378]
[0.08780915 0.000986  ]
[0.08767221 0.00057517]
[0.08657665 0.00095862]
[0.08391991 0.00060256]
[0.08578237 0.00076689]
[0.08715182 0.00060256]
[0.08622059 0.00087645]
[0.0857002  0.00134206]
[0.08537153 0.00095862]
[0.08487853 0.0007395 ]
[0.08906905 0.00093123]
[0.08860343 0.00052039]
[0.08671359 0.00054778]
[0.08005806 0.00062995]
[0.07959245 0.00071211]
[0.08077018 0.00057517]
[0.07375859 0.00035606]
[0.07134836 0.00079428]
[0.06699351 0.000493  ]
[0.0622826  0.00054778]
[0.05732519 0.00019172]
[0.05488757 0.00060256]
[0.0535729  0.00027389]
[0.04935499 0.00021911]
[0.04727342 0.00021911]
[0.04894415 0.00030128]
[0.04653392 0.00035606]
[4.69447564e-02 5.47780121e-05]
[0.04765687 0.00071211]
[0.0485881  0.00071211]
[0.04888938 0.00035606]
[5.20117225e-02 2.73890061e-05]
[0.05439457 0.00060256]
[0.05283339 0.00068473]
[4.96014900e-02 8.21670182e-05]
[0.04702692 0.00057517]
[0.04823204 0.00035606]
[0.05097094 0.0002465 ]
[4.85333187e-02 5.47780121e-05]
[0.04368546 0.00013695]
[4.02344499e-02 8.21670182e-05]
[0.03954972 0.00027389]
[0.03724905 0.00043822]
[0.03659171 0.000493  ]
[0.03267508 0.00046561]
[0.02821068 0.00021911]
[2.85667333e-02 8.21670182e-05]
[2.46774945e-02 2.73890061e-05]
[0.02234943 0.00043822]
[0.0214182  0.00027389]
[2.02952535e-02 8.21670182e-05]
[1.96926954e-02 2.73890061e-05]
[0.01977486 0.000493  ]
[0.01895319 0.00010956]
[0.01429706 0.00010956]
[0.0102161  0.00035606]
[1.18046616e-02 8.21670182e-05]
[0.01311933 0.00019172]
[0.00939443 0.00035606]
[5.86124730e-03 5.47780121e-05]
[0.00227329 0.00019172]
[0.00257457 0.00021911]
[0.00586125 0.00054778]
[0.00438224 0.00027389]
[0.00153378 0.00010956]
[0.00084906 0.00035606]
[0.00197201 0.00016433]
[4.62874202e-03 2.73890061e-05]
[4.62874202e-03 8.21670182e-05]
[0.00394402 0.00010956]
[9.91482019e-03 5.47780121e-05]
[1.16951056e-02 2.73890061e-05]
[1.30371669e-02 5.47780121e-05]
[0.01506395 0.00027389]
[1.62416806e-02 8.21670182e-05]
[0.02180165 0.00054778]
[2.48418285e-02 2.73890061e-05]
[0.02454055 0.00010956]
[0.02804634 0.00071211]
[0.0313878  0.00038345]
[0.03448276 0.00035606]
[0.03818027 0.00060256]
[0.03793377 0.00030128]
[0.03848155 0.00013695]
[0.0416039  0.00057517]
[4.72186464e-02 5.47780121e-05]
[0.04710909 0.00038345]
[4.76842595e-02 2.73890061e-05]
[0.04806771 0.0002465 ]
[0.05014927 0.00057517]
[0.05297034 0.00082167]
[0.05365506 0.00041084]
[0.0552984  0.00068473]
[0.05228561 0.00035606]
[0.05543535 0.00065734]
[0.06031059 0.00038345]
[0.06628139 0.00060256]
[0.06510367 0.00057517]
[0.06491194 0.00043822]
[0.06814385 0.00060256]
[0.07247131 0.000493  ]
[0.0779765  0.00084906]
[0.07740133 0.00065734]
[0.07707266 0.00060256]
[0.08255046 0.00071211]
[0.0841938  0.00021911]
[0.09041111 0.00112295]
[0.09402646 0.00101339]
[0.09386212 0.00101339]
[0.09643669 0.00123251]
[0.09621758 0.00095862]
[0.09898387 0.00120512]
[0.10246227 0.00128728]
[0.09933992 0.00095862]
[1.01585823e-01 8.21670182e-05]
[0.10051765 0.00093123]
[0.10284572 0.00079428]
[0.10629673 0.00068473]
[0.10361261 0.00062995]
[0.10147627 0.0007395 ]
[0.10194188 0.00142423]
[0.1033935  0.00101339]
[0.10509162 0.00084906]
[0.1043795  0.00117773]
[0.10087371 0.00095862]
[0.10049026 0.00106817]
[0.10344828 0.00106817]
[0.10621457 0.00093123]
[0.10594068 0.000986  ]
[0.10459861 0.00106817]
[0.10268138 0.00095862]
[0.10136671 0.00101339]
[0.10303744 0.00076689]
[0.1038865  0.00057517]
[0.10322916 0.00095862]
[0.10131193 0.00117773]
[0.10369478 0.00087645]
[0.10470817 0.00095862]
[0.10248966 0.000986  ]
[0.10098327 0.00062995]
[0.09720358 0.00117773]
[0.09610802 0.00123251]
[0.09534113 0.00090384]
[0.09597108 0.00065734]
[0.08915121 0.00068473]
[0.08882255 0.00057517]
[0.08742571 0.000986  ]
[0.08416642 0.00062995]
[0.08257785 0.00068473]
[0.07830517 0.00079428]
[0.0769905  0.00079428]
[0.07636055 0.00038345]
[0.07586755 0.00065734]
[0.07633316 0.00068473]
[0.07545671 0.00101339]
[0.07186875 0.00065734]
[0.07110186 0.00021911]
[0.07526499 0.00021911]
[0.07447071 0.00062995]
[0.07296431 0.00076689]
[0.07003369 0.00112295]
[0.06997891 0.00035606]
[7.08553587e-02 2.73890061e-05]
[0.07534716 0.00052039]
[0.07337515 0.0007395 ]
[0.06967763 0.000986  ]
[0.06565145 0.00068473]
[0.06381638 0.00071211]
[6.61170606e-02 5.47780121e-05]
[0.06472022 0.00079428]
[0.06444633 0.00101339]
[6.17348196e-02 5.47780121e-05]
[0.05970803 0.00054778]
[0.06165265 0.0002465 ]
[0.06063926 0.00021911]
[0.05962587 0.00057517]
[0.05762647 0.000493  ]
[0.05546274 0.0007395 ]
[0.0632686  0.00115034]
[0.06324121 0.00035606]
[0.06102271 0.00038345]
[0.0640355 0.000986 ]
[0.06548711 0.00041084]
[0.06734957 0.00052039]
[0.06929419 0.        ]
[0.06729479 0.0002465 ]
[0.06795212 0.00030128]
[0.07080058 0.00079428]
[0.07143053 0.00087645]
[0.0724987  0.00057517]
[0.07063625 0.00095862]
[0.0680069  0.00041084]
[0.06965024 0.00057517]
[0.07269042 0.00082167]
[0.07093753 0.00032867]
[0.06860946 0.00112295]
[0.06291255 0.00062995]
[0.06425461 0.00054778]
[0.06389855 0.00090384]
[0.06406289 0.00046561]
[0.06696612 0.0002465 ]
[0.06732218 0.000493  ]
[0.06348772 0.00054778]
[0.06387116 0.00082167]
[0.06710306 0.00010956]
[0.06962285 0.000493  ]
[0.06912985 0.00060256]
[0.06666484 0.00010956]
[0.06540495 0.00087645]
[0.06978719 0.00060256]
[0.06855468 0.00062995]
[0.06655528 0.000493  ]
[0.06461067 0.00052039]
[0.06225521 0.00052039]
[0.06241954 0.00084906]
[0.06132398 0.00084906]
[0.05874942 0.00052039]
[0.05472323 0.00060256]
[0.05338117 0.00062995]
[0.05234039 0.00046561]
[0.05362767 0.00043822]
[0.05502451 0.00062995]
[0.05242256 0.00060256]
[0.05154611 0.00065734]
[0.05450412 0.00065734]
[0.05653091 0.00104078]
[0.05376462 0.00062995]
[0.04880721 0.00038345]
[0.04604092 0.00046561]
[0.04817726 0.00046561]
[0.0483416  0.00090384]
[0.04343896 0.00038345]
[0.04165868 0.00068473]
[0.03993317 0.00082167]
[0.03878283 0.00060256]
[0.0371121 0.0002465]
[0.03752294 0.00010956]
[0.03467448 0.00016433]
[0.03368848 0.00032867]
[0.0343732  0.00013695]
[0.03514009 0.0007395 ]
[0.03448276 0.00062995]
[0.03459231 0.00068473]
[0.03179864 0.00090384]
[0.03341459 0.00043822]
[0.03867328 0.00054778]
[0.03659171 0.00065734]
[0.03853633 0.00041084]
[0.03519487 0.00030128]
[0.0358796  0.00060256]
[0.0363726  0.00065734]
[0.03623566 0.00030128]
[0.03902933 0.00030128]
[0.0341267  0.00043822]
[0.03171647 0.00032867]
[0.03415409 0.00019172]
[0.03445537 0.00010956]
[0.03300375 0.00013695]
[0.03237381 0.00087645]
[0.02982663 0.00046561]
[0.03207253 0.00062995]
[3.23190271e-02 5.47780121e-05]
[0.03256553 0.00057517]
[0.03084002 0.00065734]
[0.02955274 0.0007395 ]
[0.02949796 0.0007395 ]
[0.02897757 0.00065734]
[0.02892279 0.00027389]
[0.02443099 0.00027389]
[0.02596478 0.00010956]
[0.02410233 0.00010956]
[0.02418449 0.0002465 ]
[0.02144559 0.00062995]
[0.01840541 0.00027389]
[1.35027800e-02 2.73890061e-05]
[0.01043521 0.00019172]
[0.01002438 0.00038345]
[6.16252636e-03 2.73890061e-05]
[0.00334146 0.00010956]
[0.00235545 0.00010956]
[5.23130016e-03 8.21670182e-05]
[8.13453480e-03 2.73890061e-05]
[1.04352113e-02 2.73890061e-05]
[0.01588562 0.00021911]
[0.01826847 0.00035606]
[0.01799458 0.00019172]
[0.02196598 0.00021911]
[2.43488264e-02 2.73890061e-05]
[0.02892279 0.00010956]
[0.02985402 0.00054778]
[0.02977185 0.00013695]
[0.02977185 0.00030128]
[0.03001835 0.000493  ]
[0.03201775 0.00057517]
[3.44827586e-02 8.21670182e-05]
[0.0336337  0.00027389]
[0.03524965 0.00041084]
[0.03390759 0.00054778]
[0.03240119 0.0002465 ]
[0.03620827 0.00010956]
[0.03557832 0.00062995]
[0.03976884 0.00027389]
[0.03768727 0.00021911]
[0.03681082 0.00054778]
[0.04275424 0.0002465 ]
[0.04143957 0.00041084]
[0.04097395 0.00016433]
[0.04124784 0.00027389]
[0.0420969  0.00046561]
[0.04415108 0.00021911]
[0.04814987 0.00060256]
[0.04993016 0.00046561]
[4.67804223e-02 5.47780121e-05]
[0.04527403 0.00030128]
[0.04817726 0.0002465 ]
[0.04973843 0.00027389]
[0.05395634 0.000493  ]
[0.05614746 0.00054778]
[5.49697351e-02 2.73890061e-05]
[5.69965216e-02 8.21670182e-05]
[0.06406289 0.00035606]
[0.06904768 0.0007395 ]
[0.06797951 0.00054778]
[0.06630878 0.00057517]
[0.07052669 0.00095862]
[0.07814083 0.00052039]
[0.08235874 0.00057517]
[0.08115362 0.00052039]
[0.08161924 0.00060256]
[0.08375558 0.00104078]
[0.08816521 0.00052039]
[0.09041111 0.00079428]
[0.09164361 0.00043822]
[0.08838432 0.00090384]
[0.09161623 0.00057517]
[0.09298568 0.00068473]
[0.09473857 0.00079428]
[9.37525677e-02 2.73890061e-05]
[0.09016461 0.00076689]
