[0. 0.]
[0.00023987 0.0007196 ]
[0.00047973 0.        ]
[0.00023987 0.00119933]
[0.00023987 0.00167906]
[0.0007196  0.00023987]
[0.0007196  0.00023987]
[0.00047973 0.00095946]
[0.00023987 0.00023987]
[0.00047973 0.00047973]
[0.00047973 0.00095946]
[0.00047973 0.00191893]
[0.         0.00095946]
[0.00023987 0.0007196 ]
[0.00047973 0.00095946]
[0.00095946 0.        ]
[0.00119933 0.00119933]
[0.         0.00095946]
[0.00047973 0.        ]
[0.00023987 0.00023987]
[0.00047973 0.        ]
[0.00047973 0.        ]
[0.00095946 0.00191893]
[0.0007196  0.00263852]
[0.         0.00095946]
[0.00023987 0.00023987]
[0.00047973 0.00095946]
[0.         0.00095946]
[0.00023987 0.00023987]
[0.00047973 0.        ]
[0.0007196 0.0007196]
[0.0007196  0.00167906]
[0.0007196  0.00167906]
[0.0007196 0.0007196]
[0. 0.]
[0.00023987 0.00023987]
[0.0007196  0.00119933]
[0.00047973 0.00191893]
[0.0007196  0.00119933]
[0.0007196  0.00023987]
[0.0007196  0.00023987]
[0.00023987 0.00023987]
[0.00023987 0.00023987]
[0.0007196 0.0007196]
[0.00023987 0.00023987]
[0.0007196  0.00119933]
[0.00095946 0.00191893]
[0.00095946 0.00095946]
[0.0007196 0.0007196]
[0.00023987 0.0007196 ]
[0.00047973 0.00095946]
[0.0007196  0.00119933]
[0.0007196  0.00119933]
[0.0007196  0.00215879]
[0.00095946 0.00191893]
[0.00047973 0.00047973]
[0.         0.00047973]
[0.00023987 0.00119933]
[0.00023987 0.00215879]
[0.0007196  0.00215879]
[0.00119933 0.00119933]
[0.00047973 0.00095946]
[0.         0.00095946]
[0.00047973 0.00095946]
[0.00095946 0.00095946]
[0.00143919 0.00095946]
[0.00191893 0.00095946]
[0.00215879 0.0007196 ]
[0.00215879 0.0007196 ]
[0.00215879 0.00119933]
[0.00263852 0.00119933]
[0.00311825 0.00023987]
[0.00263852 0.00023987]
[0.00311825 0.00023987]
